Review,Star Rating
"I've seen this film many times before , and every time I watch it it just seems to get better! There really is nothing bad I have to say about this film , because the overlying message of the film is infinite , and it's just such a timeless classic . I can't imagine the movie without Tim Robbins and Morgan Freeman in their respective roles so bravo to them , because ultimately these two characters are the heart of the story. While there are some scenes that truly stand out to me , you just need to do yourself a favour a watch this amazing film. It's one of the best of all time and I can promise you that you will enjoy it !",10
"The entire movie isn't about how the protagonist of the story pays back the officials for stealing his life but it is also about patience, making a life where you live and helping people as you go. This movie celebrates friendship and reaffirms the fact that the friendships born at the most adverse situations are the ones that lasts the most. Every character is unique. From the guy who has spent the better part of his life behind bars and is unable to adjust to a different society to the guy who holds out till the end, every single character is fully developed. The rare scenery and lighting actually helps you feel like you are living the moment in the beer crate scene. You realize the freedom. You find that the little kind act has provided solace to all the prisoners. We are left to wonder if correctional institutions are actually serving the purpose they are meant to do as well as look at the dark side of law and politics where an innocent is captured and jailed.",10
"Acted out perfectly by every cast member, under the watchful eye of Frank Darabont, the story of a man who brings hope to the grey walls of Shawshank prison becomes so much more than a prison movie. The first time I ever saw ""The Shawshank Redemption"", I knew nothing about it, and was utterly unprepared for it's effect. Within the first ten minutes, I was utterly drawn in, unable to pull my eyes away from the screen. By the end of the first hour, I couldn't even think about pausing or stopping this film. I spent the last fifteen minutes crying my eyes out at the sheer emotion in those minutes. Morgan Freeman out-does his every role previous and every role since as Red, while Tim Robbins, quiet and intense, leads the cast as Andy. This film been regarded for more than fifteen years as one of the greatest to ever emerge from cinema. It is a story of corruption, and of justice. A story of imprisonment and of freedom. A story of despair and of hope. More even, than all of that, ""Shawshank"" is a story of humanity, and one that will stay with whomever watches it for a very, very, long time.",7
"Not for a reason. But for the fine art to create a story who seems be more than fiction and who use a script, a cast and location for a puzzle who becomes part of precious memories. Its themes, the tension, the moral questions, the meeting between Morgan Freeman and Tim Robbins and the result of dialogs who are truth axis of movie and wise adaptation, are bones of a splendid film. A film who reminds more than presents. Values, roots of justice, beauty of original source, the end who is expression of a deep expectation of the viewer are elements who transforms The Shawshank Redemption in an experience for the viewer. Short - a film who must see!",10
"Based on the King short story 'Rita Hayworth and the Shawshank Redemption', this Frank Darabont masterpiece has etched itself in the minds of viewers ever since its release as one of the most beloved films of all time. In the beginning of the short story, its alternative title is revealed to us: 'Hope Springs Eternal'. This in essence is the message that the film is trying to convey to the audience, and what a wonderful way it is revealed!",10
"When I watched Shawshank Redemption at first,I had been in the high school and this film left a good impression with me, I say that I learned how to follow your passions and hopes, how to struggle to be free. And "" don't never forget,hope is good something and good somethings never die "" this sentence which passes in the film, I always believe it every part of mine. Because A person lives with his or her hopes and passions so, If it is seized from people,that people lose their aims in the life. And what the best properties of this film, It shows that hopes and passions are indispensable for people...In addition to my review about Shawshank Redemption, Whenever I watch this film, I learn that it puts in new things my life. It is so important for every watcher, Shawshank Redemption should be watched and I advise it to you :)",10
"Thank you Tim Robbins, you are the only reason I could sit through this long winded tale of garbage. As far as prison movies go, this suffers from an identity crisis is. Tries to do too much by not actually doing anything at all story wise. Watch Cool Hand Luke instead",6
"this film is simply brilliant. the characters are all totally awesome and so are the actors who play them! also when watching this amazing film, you don't think to pick up on the little things until it all becomes clear! it truly is one of the best films that i have ever seen along side requiem for a dream and the lord of the rings trilogy. it is that good that when watching it, you forget that it is a film because you get so into the story and so in love with all of the characters. the men/women who wrote the script for this outstanding movie sensation is exceeding talented, as are all of the people involved in this production and they should all be proud of themselves for producing one of the top three greatest films of all time.",10
"I just don't know how can it be possible to rate this movie like 10/10. Boring, very predictable storyline, some set up and pay off very obvious, so many sub plot unnecessary and at the first 10 minutes is very obvious that is going to escape but in the 2 hours after they decided to deviate the spectator attention with other stupid stuff but ok. Certainly not cinema this stuff but ugly entertainment.",10
"The Shawshank Redemption is one of the greatest movies I have seen in sometime. The first time I saw it was in my Film & Literature class and I loved it from start to finish. It keeps you thinking and even if you read the novella, there is changes to it. There are many foreshadowing in it that could help you figure out what's happening later in the story and overall. Many film fans should check it out and even later buy it if you want. The film also has many likable characters as well and you'll have some of those funny moments (but not a lot). It's a movie that you'll watch again and again.Stars: Tim Robbins, Morgan Freeman, Clancy Brown, William Sadler, Mark Rolston. Year: 1994",10
"What can i say, its shaw shank. I don't refer the film as the shaw shank redemption i call it shaw shank as everyone knows what I'm on about when i say its my favourite (and i only seen it in April 2012). The story is well known as Andy dufrense is wrongly accused of a double murder and sentenced to shaw shank prison where he meets red (played by the awesome Morgan freeman). Over time in the movie he adapts to life in prison and escapes and becomes a free man. How did a movie this so simple become beloved by so many. How? I don't know how and i don't care but this film is basically a beginner for any filmmaker and already became a success years later. Although it did not great at the box office yet critics praised it well, years later people discovered it on VHS. I wished i seen this film earlier as a teenager as it would have struck to me even more through a time i felt depressed and sad. A discovered this movie in the local library and rented it as i heard of the film being very good and after seeing it, it is more than just good. I may be over-exaggerating this brilliance of the film but it unlike many other films (except the lion king of the return of the king hit me right in the soft spot). I didn't cry at the end, i smiled at the end. What a film.The good of the film, the acting from freeman. Although he lost to hanks in Forrest gump for best actor, i don;t care as hanks did as much as a good job as freeman did (if better). Tim Robbins was also amazing and likable with the supporting cast doing perfection to the highest level. The score is beautiful, the mies en scene, the scripting writing is gold and genius making this a classic. This film is not complex and it is something that makes it just so darn good. The pacing is perfect and the narration from freeman is timeless. The iconic shots of Andy raising is hands in the air after escape is timeless as and should be attempted when finishing school (as i have did).A film highly recommend by me and others as well, touched me to the point of joy and laughter and will bloom your day as it always will live as cinemas most beloved classic ever. 5/5",9
"After reading all the rave reviews for this movie, it turned out to be a real disappointment.  Can anyone really believe that the prisoners are honourable men while the guards and warden are all ""crooks""??  Haven't we overdone the hypocritical ""Bible thumper""?? -- let's find a more enlightened characterization.  James Bond, himself, could not have followed the main character's escape plan.  The ending soliloquy and denouement were inferior plagiarisms from ""Cool Hand Luke"".  Enough!!!  Unfortunately, fine performances by both Robbins and Freeman were wasted in this ""fantasy"" story.",10
"In these times, where an ""Every man for himself"" mentality prevails and one's self worth is measured by possessions, this movie reminds us that the escalating fear that we all have, as this country spirals out of control, is best abated by having someone you can call a true friend.As time passes and, more of us see that this country is heading inexorably toward social, political and economic disaster, this movie will find an even larger audience of devotees. Perhaps, one day, we will abandon our materialism and discover that true hope which we will desperately need and, a major theme of this movie, lies in our relationships with others. Until then, we will have the Shawshank Redemption to remind us what real friendship looks like.",9
"This movie captures many of things that made us love movies in the first place! It is a movie that contains many beautiful messages about life in general and how we should always be grateful for what we have, it's about friendship, it's about dedication and determination! It teaches that we can find beauty in the most difficult situations and places. I rated this movie 10/10 because I seriously couldn't find any flaw, the direction, script, acting, production values, and acting. What I like about this movie is that's all about humans, it's about the simple human needs that we seek, freedom, love, respect, power, friendship, health, fairness and justice. This movie is great because it can reach to any human being regardless of their background or history or preference, it will touch you so deep!",10
This is the worlds best movie. Never seen any other beautifull movie than this one. Best acting and story. Must watch movie,5
"This has got to be one of the greatest films of all time! Absolutely flawless! The acting, the story line, the scenery is amazing. Amazing directing. Just a superb production. Sorry if I'm extra with the praises but this movie will not waste your time. I saw it several years ago and can still watch it til this day and be entertained. First review on IMDb.",10
"I really can't explain why this movie does absolutely nothing for me.  It has a great cast that turns in some good performances, and the story is compelling; however, I always feel so empty after I see it.  I get a similar vibe from FORREST GUMP and TERMS OF ENDEARMENT, to name a couple others. I can't really figure out why.",10
"This film is hard, exciting, realistic, beautiful and surprising. The Shawshank Redemption completely absorbs you and constantly throws you back and forth between joy and sadness. It simply blew me away, and if it was possible, I would give it 11 without thinking twice.",10
"From the writing, direction, camera, and actors.... this is one of those films that seems almost like you have to watch it over and over. It reminds you never to give up, to figure a way out of your situation, to be patient.... the list truly goes on. Thank you for such an incredible film!",10
"This is one of the best films I have ever seen in my seventeen years.  The movie is highly underrated by film critics, but if you look at imdb's top 250 films you will see it is rated #1.  Tim Robbins gives his best performance, he plays a prisoner who is serving time for a crime he didn't commit.  I guarantee you, you will enjoy this movie.  Check out my other reviews!",10
"How many ways can I list why this is best movie of all time?1.  The most perfect ending of any movie I've ever seen. 2.  Best story - Steven King (not even a fan of his) 3.  Best acting performance: Morgan Freeman, absolutelyamazing, best ever (Tim Robbins is brilliant also) 4.  Best narration - Morgan Freeman's character 5.  Most uplifting, touching, moving story ever told. 6.  Outstanding soundtrack 7.  Beautiful cinematography. 8.  Most evil antagonist - The warden 9. Best dialogue - so many memorable phrases and quotes!I could keep going.  I've never encountered a movie that has touched so many people.",10
Good very good its a good and i aconselho a ver fdsafsadfdsafdsaf,10
"A film which has every emotion packed in. Tim Robbins is fantastic. Morgan freeman is the typical Morgan Freeman, amazing actor who is in my eyes an all time great which we will not see the likes of again.Mark Rolston(Alien, Rush Hour, Lethal weapon) and Bob Gumpton(Patch Adams, Broken Arrow, Ace Ventura) play the bad guys you hate to love.The Shawshank redemption is a film that can be shown in cinemas till the end of time and will sell every showing.",10
"Ten Thumbs Up if I had them. Incredible story, incredible cast. I would rate this as probably the best film I have ever seen and I have probably seen it a hundred times on cable. I would have to say this would be Morgan Freemans best performance out of all of his films. There should have been an Oscar for him. This film definitely beat out ""Million Dollar Baby"" for which he ultimately and finally received his first Oscar. The Academy wasn't all there when ""Shawshank"" deserved its due. Robbins played a great part in this film and did an excellent job however Freeman carried the film. A true drama that shows the bond of two people in horrible circumstances. Yes, this one is one to own, if you don't have it...buy it. You wont be disappointed.",10
"The title says it all. ""Hope is a good thing probably best of all & good thing never dies ."" it shows the actual truth what humanity always need most .",3
Fresh movie. Very good. I do be liking Morgan Freeman and Andy Dufreshne.,10
"For the life of me, I can't understand all the gushing about this cornball, sentimental and PHONY movie.  There are certainly some strong performances, but they're outweighed by some of the two-dimensional portrayals, weak writing (that opera sequence -- oh, please) and most of all a completely garbage ending (I won't give it away) that stomps on what little credibility the movie has.I guess you really can't go broke under-estimating people's intelligence.",10
I think that says what I think about the movie pretty clear.,10
This was a very good movie.  Robbins and Freeman are Terrific.  It was a very moving movie.  I would strongly recommend this movie.,10
"I cant understand why this movie got such a high rating. its a good movie but there are lots of others that deserve to be number 2 in the ""best of all time list"" (american beauty, pulp fiction, Chaplin's, Buñuel's or Kubrick's movies, just to name a few). Well..I'm an old Stephen King fan and the story of ""Redemtion"" is good and thrilling and the acting and photography is good as well but its nothing that has'nt been made before. don't get me wrong i liked it but i think its just a well made entertaining picture and nothing more.So watch it and have a good time but don't expect an artistically great work or something all too original.",1
One of the finest movies that I have ever seen. It's a must watch.,10
"These two did an amazing job together. You don't see this type of story telling between two actors in modern-day movies, let alone an amazing story at this level.",10
"As of March 2012, Frank Darabont's The Shawshank Redemption is sitting pretty on the ""IMDB Top 250"" list with 731,886 ratings averaging at about 9.2/10. That's astounding. On Rotten Tomatoes, a site much more critical where it is a rarity that new movies possess a ""fresh"" rating, the film has merited a 90%. Another commendable achievement. I bring these two facts up because I'm just amazed at how high the film is ranked. Here's a film that holds the ""IMDB Top 250"" list by a long shot, yet doesn't immediately come to people's mind when thinking ""the best movie of all time."" Of course, being on the ""IMDB Top 250"" doesn't qualify as an official listing. Being featured on AFI's list is more respectable, but still, it is subjective. Just a bit more broader and stronger, since a group of high intellectuals choose the films. If one looks further down the ""Top 250"" list, you'll see a number of questionable entries such as The Dark Knight, Inception, and Toy Story 3. Their presence doesn't necessarily mean they're the best - just the highest rated by people.But I have no quibbles about Shawshank's placing on the list; it is a wonderful, wholesome parable about redemption and reassurance of one's self worth while locked inside a penitentiary. We are met with characters who are trying to escape the confines of a monotonous lifestyle in prison, bot mentally and physically, and find a rare amount of comfort when with each other. The film is adapted from Stephen King's short story, Rita Hayworth and Shawshank Redemption - a novella that isn't so much physical suspense and horror as it is psychological horror; a different route for King, an author who has focused so much on the supernatural and the victimized outcasts in his long career.We are placed in Shawshank State Penitentiary, located in Maine in 1947, where Andy Dufresne (Robbins) is convicted of murdering his cheating wife and her lover and is given two life sentences. Andy assures he is innocent, but circumstances prove differently. He meets Ellis Boyd ""Red"" Redding (Freeman), a man too serving life, who acts as a con man who can get you anything you want as long as you give him his asking price plus 20%. At first, Red doesn't think too much of Andy, betting ten cigarettes with his buddies that he'll cry the first night in prison.Andy doesn't cry. He seems rather content, despite the treatment and hell he has been through. As time passes, by time I mean years and eventually decades, Andy's relationship with Red grows. They become understanding of each others positions, and Red takes a rare liking to the man. So do many other prisoners. At first, Andy is a victim of mistreatment and abuse from his villainous and heartless prisoners, but he eventually keeps his head held high, and works out deals with Warden Samuel Norton, who is played by Bob Gutton in a scarcely recognized performance that is equal parts frightening and breathtaking, to do odd-jobs around the prison to earn money, but more importantly, respect.Not only do the prisoners become smitten with him, but the guards, policemen, and suits alike. They admire his persistency. There comes a time where Andy desperately wants more funding for Shawshank, not just for bars, guards, and walls, but for books and to assimilate growth for the feeble and decrepit library currently in the prison. The guard tells him that he can write as many letters as he wants but the state government won't pay any mind. So, Andy patiently writes one letter every week to try and convince them why extra funding is vital.Here's where the spoiler comes in. The film's main morals are optimism, self worth, and hope. The film's tagline perfectly spells out its identity; ""Fear can hold you prisoner. Hope can set you free."" There is a character in the film named Brooks (Whitmore), who is the prison trustee. Upon being released from the penitentiary, Brooks commits suicide by hanging himself. The reason was because he never had any sort of dreams or plans. Never any vision of hope or compassion for anyone. He was just a human being living in fear. Andy succeeds because he has learned to carry optimism on his shoulders. He eventually teaches Red the same lesson.The spoiler's over. Moving on, the film illustrates the passing time, which I mentioned was decades, beautifully and naturally. The film will seem long to some, but it shows how slowly the prison life plods along. How mundane and redundant it must get to get up, confined to small rooms, and work for very low wages every day. And you thought your corporation job was miserably insufferable.But where Shawshank really excels is in its humanism. It evokes prisoners as people, with morals and livelihood. Not as monsters. It is true, many, many people in prison deserve to be there, but we never look past the caricature of a psychopath or a deviant when we think about what kinds of people are really in there. They're not all bad people. People who question me on that should contemplate long and hard on this question; is Red a bad person? Or even a monster? The Shawshank Redemption is a marvelous journey through parts rarely explored. It is immersing in not only its characters and story, but in its touching, light cinematography which projects a wide range of dispositions throughout the entire excursion. Rarely does a film rub us this way, and rarely does one seem to rub everyone the same way. All the more reason, its placement on the ""Top 250"" really isn't an exaggeration.Starring: Tim Robbins, Morgan Freeman, and Bob Gutton. Directed by: Frank Darabont.",10
"I loved this movie! Beautifully filmed, the story is told as if time does not matter. No plot that has to be rushed through, no fast cars or anything. Just a very good story by Stephen King, marvellous actors and a lot of exciting emotions. It made me feel good to watch a man who keeps his hope for so many years.The scene with the Mozart-record broke my heart!",4
"If you are looking for a story that is entertaining and just when you think you know the end you realize that this is not the case, this is the right movie, the dialogues are enveloping, the characters complex and immigrant and the relationship between them is intelligent and well managed.",9
"What can I say, the first time I watched this master piece I was going through an emotional roller coaster! At the beginning the injustice and unfortunate events the main character has to go through made me think how will I even finish watching this movie. I should add that this is one of my first prison movies that I watched. I was fully focused, invested, and I love how you can easily forget the reality you're in and just live through the eyes / perception of Andy Dufresne. There are a lot of lessons and morals you can learn from this one movie as well. There also isn't just drama and crime in this movie, there's a little bit of everything I would say. It started with a strong, emotional beginning and ended with a happy, fulfilling and justified life that Andy and his friend Red deserved! Speaking about Red, very interesting character, Morgan Freeman never disappoints with his narrating skills. I just love it how the author of this movie made a lot of other characters matter as well... To simply end my rambling / review, loved the movie, watched it more than once and I will continue watching it in the future! A well deserved 10 from me.",7
"This is why I have a problem with IMDB. They rated this film as the #1film of all time. Are you kidding me? It wouldn't make it into my top 50. Why? Because they are like the ""Peoples Choice Awards"". How about ""Citizen Kane"", ""Lawrence of Arabia"", ""The Wizard of Oz"", or any film Stanley Kubrick made from ""The Killing"" (1956) forward. They are all an order of brilliance above this film. Yes, it is entertaining and very good, but I can't stand a monologue that simply repeats what has already been shown. That is faulty direction. Why? Because Morgan Freeman is simply a narrator for what you are watching on the screen, like a football play by play announcer. Very overrated. I give it an 8. The people at IMDB think a comic book film is great. Very good, but not the ""#1 film in history"".",3
"This is a truly heart touching movie. One of the best movies I have seen. The story line is well written, the actors are all amazing in their roles. A mist watch. This is one of the best movies of all time. I never get tired of watching it.",10
"having this movie in your top ten best films of all time is like saying the greatest pieces of art ever painted are the ones they put on hotel walls. Maybe this is true in a sort of egalitarian, democratic and mind-numbingly banal way. A thoroughly ordinary film, that has been embraced by men who want to cry, have faith, and have equilibrium. Which is nice.",7
"Much has been written and praised (deservedly so) about ""The Shawshank Redemption."" The fact that it's #1 on this list gives me faith in humanity. Instead of talking about its obvious care with excellent writing, directing, editing and cinematography, I'll just say how much the film has meant to me personally. Its message of hope and, above all, perseverance, kept me going through many of life's travails. I think I responded to how it dealt with the day-to-day grind of life (albeit in dramatic fashion)and even the stress of boredom. The other thing it demonstrated was how profoundly one person can affect another without even saying much to them. After all, Andy and Red only have one true baring-their-souls conversation in 19 years together (One of the greatest scenes in the history of movies, by the way). Yet we are fully aware of how much these two meant to each other and how moved we are when they are reunited. It's a real spiritual journey (visually as well); almost like Red has died at the end (leaving Hell/Shawshank) and is reborn in Zihuatanejo (Heaven)to be rejoined with the one person who understands him. Just a marvelous, life-changing experience for me. My thanks to all who've supported and created this movie. It will live on and be remembered throughout the years as one of the pinnacles of human achievement.",4
"It's very rare that you find such diversity in a movie now days. I like the story and it's concept.A thumping good ode to friendship, hope, wit, wiles and wisdom, brimming with crackling characters and topped with the most twister of twists since ""The Crying Game."" The Shawshank Redemption is a powerful and uplifting, not to mention Oscar-worthy film. In 2006, it was ranked as the greatest film ever by Empire, a film magazine. The year it came out it was nominated for 7 academy awards but did not win a single one because of a movie you may all remember, Forrest Gump. It's the no-bull performances that hold back the flood of banalities. Robbins and Freeman connect with the bruised souls of Andy and Red to create something undeniably powerful and moving. Some of ""The Shawshank Redemption'' comes across as outrageously improbable. Yet the film keeps pulling you back with its sense of striving humanity slowly turning the tables against evil.",10
"One of those films you must see in your lifetime. The soundtrack alone is five stars! Sublime acting all around. A film that may have been a slow burn in popularity but has now established itself as a true hollywood masterpiece!! 🏅P.s. my all time fav line: ""the funny thing is, on the outside I was an honest man. Straight as an arrow. I had to come to prison to be a crook.""",10
"Perfectly fine yarn, but those who are ranking it among the all-time greatest movies need to see some more flicks. The cliches are pretty heavy at times, and the moral of the story seems to be freedom _isn't_ a mental state, after all.",1
"""The Shawshank Redemption"" has so much skill which went into the production that it is regrettable that it's overlength undermines its attributes. Episodic, slack and slow formatting stretch the narrative far beyond what its material requires. The result is a fair film, with some worthy touches.",8
"One of the best films I've ever seen you just have to see it for yourself and you will know why, However if you're a big Sly or Arnold fan, you may not like it as it doesn't have any exploding cars, plus it has a lot of dialogue and some words with more than two syllables",10
"This movie... is overrated. It's a great movie, don't get me wrong, but it is NOT the greatest movie ever made. Still, definitely worth a watch.",9
"This is perhaps one of the best movies I have ever seen and no doubt the best of Stephen King. Director Frank Darabont created a masterpiece.It is a very intelligent story telling us how hard prison life can be. It critics the judgements of innocent prisoners. But the most I liked is that every time there is another interesting story that develops in this prison. At the last third of the movie we can enjoy the big surprise or the dessert. This novel is very nice told and it merits standing ovation. I and my wife rarely see such films. This is quality of film making and today where we are?   8.5/10.If you liked this don´t miss another masterpiece from the same director called ""THE GREEN MILE"".",10
"An absolutely flawless production. From the story to the acting to the way it was filmed and produced, this is a nearly perfect movie. It was like a great novel brought to life. This is a classic and one of the clear top movies of all time.",10
"What A Movie..Excelled In Every Aspect..Right From Start To Finish You Will Love How The Movie Goes On..Makes You Cry, Laugh, Anxiety,Tension..Etc.. Each And Every Expression You Can Feel On Your Face. Each And Every Aspect Of The Of The Movie Is Good. Tim Robbins And Morgan Freeman TAKE A BOW. Bob Gun ton IS Also Excellent In His Role. James Whit more Also Gave a Great Performance The Way Frank Directed The Movie Is AMAZING. He Kept This Movie At a Great Steady Pace Along With The Writing And Great Cinematography.Each And Every Cast And Crew Did An Excellent Job..Do Yourself A Favor Go Watch The Movie.",10
"this movie is all about that great story King wrote, that with great cinematic expression, great acting, great sub plots, this is a movie you can see many and many times in your life and every single time you see it, it will deliver emotional good feelings...Andy Dufresne's expression on his face through out the whole movie is incredible, the very old guy with the bird, he's just perfect, i feel like he's my grandpa or something, you just can't help to not love him, his character is the one that really got me emotional... Morgan Freeman is great like in all his films, you just can't think of a better casting... i love this filmi'm not quite sure if it deserves to be #1 on the top 250 IMDb list, but well, you decide... hope you love it as much as i do !",10
"To be brief, as a man who has watched thousands of movies in my life, Shawshank redemption is the best movie I have ever seen. The plot, the way it develops, the acting, the portrayal of every human emotion, and the ending makes 99% of movies seem like just a waste of time. I didn't see it until a few years after it came out. My sister said it was a great movie. It was on HBO, so I watched it. I was speechless. I have always found it strange that it was from a Steven King novel. I've read a few (not that one) and what comes through in the movie doesn't seem like anything that would be in a Steven King novel. A better movie may come along but it may be a while.",10
"Well now I've finally seen it, and I have to say after the tremendous build up from everyone I've spoken to (IMDB No.2!) etc.. I thought it was ..... OK.  I think I would have scored it higher if I'd seen it five years ago but now without nostalgic hindsight it's only a 7!! Shock.. This film is still well worth seeing but the characters are not as well crafted as in 'The Green Mile' nor do they command your compassion (Brooks excepted).I suppose I'd better see 'Hannibal' SOON!",10
"94 was such a great year for movies, we had cult classic's like Forrest Gump, Pulp Fiction & Speed, But I always thought out of all those.. Shawshank was a movie which didn't get the recognition it deserved from critics and viewers alike. Call me a snob I don't think you cannot call yourself a movie buff, unless you've seen this movie.The plot revolves around an innocent banker sent to prison charged of murder of his wife and befriends an old friendly character portrayed perfectly by Morgan Freeman. Andy Dufriene is a eccentric prisoner and when you live his life (visually of cource) it defines what solace really is. Happiness and sorrow.This movie is definitely worth a buy without question, so do yourself a favour and purchase it ASAP!",10
"If you want to see hope in its most poetic and dramatic sense, choose The Shawshank Redemption. I commend it to everyone who thinks movies are more than source of 'entertainment',that they are mirrors of life and its moral lessons. I cannot find any other movie with such compelling touch of hope, faith and love. You will understand what redemption is, you will understand what a Fountain of Hope can do, if we let it reign inside of us.From the production, to the timing, to the script, and the acting of each character, The Shawshank Redemption gave justice to its box-office title. It may have not won Best Picture but for me, it is the Best Picture by far.",10
"Where do I start? When I first heard of The Shawshank Redemption I immediately wanted to watch it, mostly of its title, so as I always do I looked it up on IMDb and looked at the rating. It was the highest ranked movie on IMDb, and of course I would give it a go. The beginning was very interesting, with Andy being convicted of double homicide and seeing the lean-back of what happened. Him being found guilty, serving two life sentences in the toughest prison in America, Shawshank. I thought it would be another overrated boring movie like The Godfather, but no, it caught my attention from the start and never lost it either. The dramatic scenes, it gives you a glance of how it is in prison, the emotional scenes. It is all a masterpiece, there is a reason to why it is the best movie I have ever watched and probably will ever watch. The amazing acting, plot and moderate length. The last scene, with ""Red"" walking up the beach towards Andy and the credits slowly rolling in, it makes you beg for it to never end. When it comes to movies I can sometimes get a little emotional if its a good movie, which Shawshank is. It definitely deserves the spot as #1, I cannot understand how it didn't win an Oscar.I really recommend this movie to anyone who wants a good weekend, but get a load of potato chips and soda, since you will finish it all up very fast.",7
"I have three framed posters of my favourite films on my wall. On the left is 'The Dark Knight' and on the right is 'The Lord of the Rings: The Return of the King'. These are the best films of their outstanding trilogies and, in my opinion, are the greatest films of my generation. I have watched each countless times because they're filled with action, suspense and tension and also incorporate a sense of overcoming that which seems impossible to overcome.Then, purely because it was rated highly, I watch a film not of my generation, on a free DVD from the Sunday Times. Without special effects or a large budget, The Shawshank Redemption became my third poster because it exceeds the qualities TDK and ROTK have in abundance. Each are excellent. Shawshank's better.",10
"This is by far and away one of the best Hollywood films made in a generation. The drama was compelling, the acting was admirable and complimented the story to perfection. The writing was exquisite and placed a balance on leading dialogue and narration. This is a great example of what film making is all about. It doesn't rely heavily on ""movie magic,"" but instead uses camera movement, framing and acting as equal tools in delivering an amazing story to audiences.",10
"This movie is a masterpiece. You may have seen some good movies but few can compare to this one. This is the plot. In 1947 a wrongly accused banker named Andy Dufrense (Tim Robbins) is sent to Shawshank Prison for murdering his wife. He meets the corrupt Warden, Samuel Norton (Bob Gunton) and the brutal corrections officer, Captain Byron Hadley (Clancy Brown). He also meets the prison fixer Ellis ""Red"" Redding (Morgan Freeman) who was also incarcerated for murder. Andy and Red soon become good friends. Then one day while tarring the license plate factory roof, Andy helps Captain Hadley organize his money in a way that the government will be unable to take any taxes. Hadley tells the other officers about it, including Warden Norton and Andy is soon doing tax returns for all the guards in Shawshank. Life is becoming better for Andy and his fellow inmates, when he pushes for more books for the prison library. Meanwhile the old prison librarian Brooks Hatlen (James Whitmore) is paroled from Shawshank. But Brooks can not adapt to life on the outside and hangs himself. Then things get worse when Norton tries to get more money from illegal activities using Andy. In 1963 a new prisoner named Tommy Williams (Gil Bellows) arrives at Shawshank and reveals that he knows the man that killed Andy's wife. Andy tries to bring this up to Norton, but Norton puts Andy in solitary and has Hadley kill Tommy to keep him quiet. Now Andy has just about had enough. In 1947 Red got Andy a rock hammer, which he used to dig a tunnel under his Rita Hayworth poster. When he was released from solitary years later he uses it and escapes Shawshank. He turns Norton and Hadley to the police, who arrest Hadley. Norton on the other hand kills himself. In 1967 Red is paroled. He fears he will end up like Brooks but he made a promise to Andy to help him set up a hotel in Mexico so Red travels there where the two friends are united. This film is great for a number of reasons. The friendship aspect between Andy and Red which grows over a long period of time. It also addresses the issue of rehabilitation and if prisoners who have been in there a large portion of their lives can ever be rehabilitated or if they just become adapted to prison life so much that they falter if sent to the outside world. Overall it's just a great movie so I hugely recommend it.",10
"The Shawshank Redemption (1994) I've seen this film in its entirety now. Initially, I was afraid it would be a violent prison movie with very little meaning and would have very little to move me to tears. But it did. The film was Oscar worthy but it was a film that lost that year to ""Forest Gump"". Its release on VHS made the film very popular. Cable television airs the film frequently and it's even the stuff that film screenplay classes study as a sample of brilliant movie. Based on the short story by Stephen King ""Rita Hayworth and The Shawshank Redemption"" it tells the story of wealthy banker Andy (Tim Robbins) accused of murdering his wife and her lover. The time at the start of the film is the 1940's and by the end of the film it's the 1960's. Andy has been sent to Shawshank, a notorious prison (in Washington state or Oregon) where harsh discipline is provided by the Warden (Bob Gunton) and by its captain of prison guards. The elements of a prison movie are indeed here (nightmarish conditions, cruel punishment, gay prisoners raping straight/hetero prisoners) but it becomes a prison movie at a higher level with its theme of redemption and humanity, hope and perseverance. The bond between Morgan Freeman's character and Tim Robbins is perhaps the most poignant relationship of any two men portrayed on film. The prisoners have lost hope and although not bitter, become very comfortable with prison life and know no other type of life. This was the tragedy of the prison librarian who after decades of prison life, could not cope with the real world that had changed after his release. His suicide is extremely depressing. The ""bad guys"" turn out to be not the criminals who attempt to rehabilitate themselves but the hypocritical and cruel Warden. Andy is innocent as proved by a later inmate's confession to knowing the true culprit (played by Gil Bellows) but the Warden is too bent on keeping his image of having always done justice and keeps Andy in prison. The grim aspects of the film are nevertheless lightened by humor, good writing, nuance in character and scenes that have such power and subtlety. The scene in which Andy plays an opera album (Le Nozze Di Figaro by Mozart, duet ""Sull'aria from the 1968 Karl Bohm album with Edith Mathis and Gundula Janowitz) is so moving and so touching. Andy's subsequent escape and the table-turned justice when the investigation into the corruption of the prison leads to the demise of the administration.This movie ranks as one of the finest made in the 1990's, with excellent writing and fine acting. It's a movie that has become a classic and that continues to hold audiences enthralled.",10
"I'm sorry but I just don't get the big deal over this movie. 
It is pure melodramatic schmaltz.  Give me Cool Hand Luke or Papillon any day.  Or how about Scum or even Chopper.I have to admit I felt the same way about The Green Mile, maybe it's just Stephen King's view of prison I don't like.  As if he has a clue!I think he should just stick with the coming of age stuff (loved Stand By Me) and the isolated looneys (The Shining), things he can obviously relate to.  Leave prison stories to the folks who actually leave their house.",9
